age,gender,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,mental_health_rating,exercise_frequency,diet_quality,internet_quality,exam_score,academic_risk_level,recommendations
21,Female,4.8,1.8,2.7,77.8,6.6,5,6,Fair,Average,88.0,Low Risk,['Reduce entertainment screen time.']
23,Female,2.8,2.4,0.7,78.6,8.2,5,0,Fair,Good,61.5,Medium Risk,['Increase weekly physical activity for better balance.']
24,Female,3.7,1.7,2.3,57.6,6.2,7,0,Good,Average,75.7,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Increase weekly physical activity for better balance.']"
23,Female,5.9,4.6,0.9,96.9,5.4,10,4,Good,Average,100.0,Low Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
21,Female,4.8,2.1,1.9,100.0,6.8,8,1,Fair,Good,82.6,Low Risk,['Increase weekly physical activity for better balance.']
22,Female,3.1,4.7,0.4,79.5,6.2,9,4,Good,Good,71.5,Medium Risk,['Reduce social media usage to improve focus.']
21,Female,2.2,3.5,0.0,82.5,5.1,7,0,Poor,Average,57.6,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
23,Male,0.3,3.1,1.4,77.5,8.3,5,3,Good,Good,36.1,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.']"
19,Female,2.4,2.9,1.7,88.8,5.8,9,1,Fair,Average,67.4,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
20,Female,3.2,3.0,1.4,96.2,4.3,8,3,Good,Good,74.8,Medium Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
18,Male,2.0,0.2,0.5,67.6,8.1,10,4,Good,Average,73.6,Medium Risk,['Improve class attendance to at least 80%.']
24,Female,3.3,2.2,1.4,89.1,5.9,9,2,Good,Good,79.5,Medium Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
19,Male,3.6,3.5,2.1,82.2,5.8,10,3,Good,Poor,62.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
21,Male,3.2,2.4,1.8,86.1,4.4,8,4,Fair,Average,76.3,Medium Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
22,Female,2.5,0.8,2.0,89.6,8.6,6,4,Fair,Good,75.6,Medium Risk,['Maintain current positive study and lifestyle habits.']
17,Male,3.8,2.4,1.1,83.1,5.0,4,4,Fair,Good,64.4,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,4.2,4.5,3.1,84.0,6.6,9,2,Good,Average,75.3,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
22,Female,1.9,4.0,0.5,82.9,7.6,9,2,Good,Average,50.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.']"
20,Female,5.6,2.4,2.3,94.7,7.0,10,6,Fair,Average,100.0,Low Risk,['Reduce entertainment screen time.']
21,Male,3.4,3.6,3.1,89.2,6.4,10,2,Good,Good,76.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
23,Male,3.5,2.1,2.3,87.2,4.5,9,1,Good,Good,69.9,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
17,Female,4.6,0.5,1.6,72.3,5.5,10,2,Good,Good,88.9,Low Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
22,Other,3.8,1.4,1.2,81.2,6.7,3,2,Good,Average,70.4,Medium Risk,['Focus on mental well-being and seek support if needed.']
22,Female,4.9,4.4,2.9,94.0,5.6,3,2,Fair,Good,69.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Male,3.9,2.2,0.2,85.4,6.7,6,3,Poor,Average,84.9,Low Risk,['Improve diet quality to support better academic performance.']
20,Female,2.6,2.2,0.7,91.6,7.3,6,2,Poor,Poor,63.6,Medium Risk,"['Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
21,Female,4.0,2.1,1.4,100.0,7.7,6,1,Fair,Good,82.2,Low Risk,['Increase weekly physical activity for better balance.']
20,Female,1.8,4.8,3.2,95.4,5.0,5,4,Good,Good,37.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Male,3.7,4.5,2.2,85.9,9.1,5,3,Good,Good,73.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
18,Female,3.5,5.2,0.7,79.9,7.4,2,0,Good,Good,53.4,High Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
18,Female,3.2,2.3,1.5,59.5,6.5,7,2,Good,Good,64.2,Medium Risk,['Improve class attendance to at least 80%.']
24,Other,3.3,2.9,1.1,83.3,7.8,4,6,Poor,Good,70.4,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
21,Male,0.7,0.7,1.0,81.7,9.3,3,6,Poor,Average,51.5,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
23,Female,2.7,4.3,2.9,88.9,4.8,8,4,Poor,Average,53.4,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
20,Female,3.6,1.1,0.3,83.5,6.2,4,4,Fair,Good,77.2,Medium Risk,['Focus on mental well-being and seek support if needed.']
17,Male,3.7,2.8,3.6,81.8,3.6,4,3,Fair,Good,59.8,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Female,2.0,1.2,2.7,67.2,6.7,8,6,Poor,Average,55.4,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve diet quality to support better academic performance.']"
22,Female,5.4,1.8,3.0,75.6,6.9,1,0,Fair,Average,69.9,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Male,2.2,1.5,1.3,89.8,6.5,9,5,Poor,Average,71.6,Medium Risk,['Improve diet quality to support better academic performance.']
23,Male,5.0,1.8,1.6,100.0,5.7,7,6,Good,Poor,92.9,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
18,Female,4.1,1.9,0.2,84.0,4.0,2,6,Fair,Good,72.4,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
18,Male,2.5,1.8,1.2,88.3,6.9,6,1,Fair,Average,70.5,Medium Risk,['Increase weekly physical activity for better balance.']
22,Female,6.2,3.5,2.3,94.5,8.2,8,5,Fair,Good,100.0,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
21,Male,1.7,1.2,3.2,76.9,5.8,5,4,Good,Average,37.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
20,Female,4.9,2.8,0.6,88.7,7.0,6,5,Fair,Average,88.7,Low Risk,['Maintain current positive study and lifestyle habits.']
18,Male,5.0,4.0,1.4,77.6,4.6,10,6,Fair,Poor,88.6,Low Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
20,Female,2.5,1.9,1.6,93.6,7.0,8,4,Good,Good,68.5,Medium Risk,['Maintain current positive study and lifestyle habits.']
23,Other,5.6,1.6,0.3,86.5,6.0,6,5,Fair,Good,100.0,Low Risk,['Maintain current positive study and lifestyle habits.']
18,Other,3.1,2.2,2.5,88.0,5.6,9,4,Good,Good,66.9,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
18,Female,3.9,3.9,1.0,77.2,5.6,9,4,Fair,Poor,71.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
19,Male,3.9,2.7,1.6,92.1,6.0,9,3,Fair,Average,77.8,Medium Risk,['Maintain current positive study and lifestyle habits.']
18,Female,3.3,1.9,1.3,100.0,7.0,6,0,Poor,Poor,67.7,Medium Risk,"['Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
24,Male,4.7,3.1,0.9,74.9,4.9,9,4,Good,Average,96.4,Low Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
17,Male,4.7,1.2,1.8,81.6,6.0,3,1,Fair,Good,83.1,Low Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
24,Male,0.9,3.3,1.6,87.3,6.5,5,6,Poor,Good,37.9,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve diet quality to support better academic performance.']"
21,Female,5.5,3.0,1.4,92.9,5.2,2,6,Fair,Good,76.3,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,1.0,2.1,1.0,79.4,8.7,8,1,Fair,Average,52.6,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Increase weekly physical activity for better balance.']"
20,Female,5.0,1.5,2.2,56.7,5.5,4,2,Poor,Average,83.6,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
24,Male,5.2,1.4,3.6,98.6,5.7,6,4,Good,Average,92.0,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Male,1.9,3.1,2.0,92.6,5.3,6,4,Good,Poor,53.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
24,Other,2.9,4.0,2.9,67.6,8.7,5,4,Poor,Good,56.4,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve diet quality to support better academic performance.']"
23,Male,1.8,1.7,0.3,78.9,7.2,1,5,Fair,Good,58.1,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.']"
18,Male,3.2,3.1,2.0,100.0,5.4,7,4,Good,Average,70.9,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
17,Male,3.0,0.0,0.6,99.5,7.8,10,4,Fair,Average,98.7,Low Risk,['Maintain current positive study and lifestyle habits.']
20,Female,4.7,1.8,0.2,94.4,6.7,8,1,Fair,Good,83.3,Low Risk,['Increase weekly physical activity for better balance.']
24,Female,5.5,2.5,1.0,83.2,6.8,1,0,Fair,Good,80.6,Low Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
24,Male,5.6,1.4,3.1,85.8,6.1,10,0,Good,Good,91.3,Low Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
19,Male,2.7,1.4,2.8,83.7,5.6,7,2,Good,Average,63.5,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
20,Female,3.2,1.7,2.1,96.3,6.9,4,1,Good,Average,66.3,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
24,Female,1.0,2.9,0.1,76.2,5.8,6,4,Poor,Good,49.9,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
20,Male,2.3,2.3,1.6,76.9,8.7,9,0,Fair,Good,68.9,Medium Risk,['Increase weekly physical activity for better balance.']
18,Female,4.9,0.0,2.1,95.1,5.0,5,3,Good,Average,94.2,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
19,Male,5.9,0.0,2.0,84.6,8.3,8,3,Poor,Good,100.0,Low Risk,['Improve diet quality to support better academic performance.']
20,Male,1.6,1.8,0.0,98.8,6.4,5,3,Good,Good,58.6,High Risk,['Increase daily study hours to at least 2-3 hours.']
17,Female,2.6,3.0,0.8,78.3,6.9,2,4,Good,Average,53.2,High Risk,['Focus on mental well-being and seek support if needed.']
17,Male,3.5,0.0,1.7,84.5,7.5,4,4,Poor,Average,70.5,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
21,Female,3.9,1.9,2.4,75.8,5.7,2,2,Good,Average,64.0,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
19,Male,2.3,1.9,0.0,85.1,7.5,7,6,Fair,Poor,77.4,Medium Risk,['Improve internet access or use campus resources for online learning.']
19,Male,4.1,4.2,1.6,70.2,3.3,7,2,Good,Good,57.4,High Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
21,Other,2.8,2.0,2.0,80.1,5.6,3,2,Fair,Average,59.9,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
20,Male,3.5,3.0,2.7,70.6,5.4,7,5,Fair,Good,66.7,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
19,Female,4.3,2.7,2.6,91.9,5.0,1,3,Good,Good,58.4,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
17,Male,3.5,0.0,2.4,92.2,6.2,1,4,Good,Poor,63.6,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
17,Male,2.8,3.4,0.9,67.7,7.0,9,3,Poor,Average,62.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve diet quality to support better academic performance.']"
24,Male,3.3,2.8,0.0,98.3,7.3,6,2,Fair,Good,70.6,Medium Risk,['Maintain current positive study and lifestyle habits.']
18,Female,3.4,3.1,1.4,100.0,6.8,5,4,Poor,Good,75.2,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve diet quality to support better academic performance.']"
19,Male,2.9,7.2,2.9,85.5,5.7,6,1,Fair,Good,50.1,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
20,Female,3.1,0.0,3.3,78.6,6.9,6,0,Fair,Average,72.8,Medium Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
21,Male,5.9,4.6,2.6,100.0,6.6,1,0,Fair,Average,72.7,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Other,4.3,2.2,2.3,71.8,7.6,5,2,Fair,Good,76.0,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
20,Male,3.1,2.8,2.2,85.2,7.4,9,6,Poor,Good,74.1,Medium Risk,"['Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
23,Female,4.5,2.4,1.2,86.8,6.5,4,3,Poor,Average,79.0,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
22,Female,3.0,2.0,1.7,98.5,5.4,3,1,Poor,Good,51.3,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
